MHA_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTID,ZONEID,ZONING,CONTRACT,ORDINANCE,EFFECTIVE,HISTORIC,PEDESTRIAN,SHORELINE,OVERLAY,LIGHTRAIL,MHA,IZ,MHA_VALUE,SE_ANNO_CAD_DATA,MIO_NAME,Tract,Neighborhood,ZIP,CLASS_DESC,CATEGORY_DESC,ZONELUT,ZONELUT_DESC,DETAIL_DESC,ZONING_DESC,BASE_ZONE,ZONING_PREV,CONTRACT_PREV,ORDINANCE_PREV,EFFECTIVE_PREV,HISTORIC_PREV,PEDESTRIAN_PREV,SHORELINE_PREV,OVERLAY_PREV,LIGHTRAIL_PREV,BZONEID,PUBLIC_DESCRIPTION,CHAPTER,CHAPTER_LINK,SHAPE_Length,SHAPE_Area
2767,5202,NC2-55 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Greenwood,98103,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2-55,NC2-55,C1-40, ,117919,1995/12/29 00:00:00+00, , , , , ,695,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.006359012,2.47814067996015E-06
728,5216,NC1-40 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Commercial/Mixed Use,Neighborhood Commercial,NC1,Neighborhood Commercial 1,Neighborhood Commercial 1,Neighborhood Commercial 1-40,NC1-40,NC1-30, ,0,, , , , , ,4135,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.010220272,2.69867159579398E-06
741,5229,NC1-40 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Commercial/Mixed Use,Neighborhood Commercial,NC1,Neighborhood Commercial 1,Neighborhood Commercial 1,Neighborhood Commercial 1-40,NC1-40,NC1-30, ,0,, , , , , ,4135,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.004098677,1.01228141876313E-06
749,5245,NC1-40 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Commercial/Mixed Use,Neighborhood Commercial,NC1,Neighborhood Commercial 1,Neighborhood Commercial 1,Neighborhood Commercial 1-40,NC1-40,NC1-30, ,0,, , , , , ,4135,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.003874864,7.55609294433051E-07
483,5253,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2255,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.008676047,2.32647473772783E-06
485,5255,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2258,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.00395975,8.81176412618979E-07
767,5272,NC2-55 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2-55,NC2-55,LR3 RC, ,123495,2011/04/19 00:00:00+00, , , , , ,2269,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.005562436,9.05776096961979E-07
768,5273,NC2-55 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2-55,NC2-55,LR3 RC, ,123495,2011/04/19 00:00:00+00, , , , , ,2270,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.001041524,5.86077554586497E-08
493,5274,LR2 RC (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR2 RC,Lowrise 2 Residential-Commercial,Lowrise 2,Lowrise 2 Residential-Commercial,LR2 RC,LR2 RC, ,123495,2011/04/19 00:00:00+00, , , , , ,2272,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,0.001464848,8.14485159087074E-08
494,5276,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2275,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.005736752,1.90904915317996E-06
496,5279,LR3 RC (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Fremont,98103,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR3 RC,Lowrise 3 Residential-Commercial,Lowrise 3,Lowrise 3 Residential-Commercial,LR3 RC,LR3 RC, ,123495,2011/04/19 00:00:00+00, , , , , ,2278,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,0.003462009,3.97967370996714E-07
497,5280,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2280,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.011542657,4.96449451400685E-06
499,5282,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2283,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.001395046,6.0698056729137E-08
500,5283,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2284,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.010288012,2.37975475682076E-06
772,5289,NC3P-65 (M),CF314115,125791,2019/04/19 00:00:00+00, ,P, , , ,Y,N,M,,,,Fremont,98103,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-65,NC3P-65,NC3P-65,CF314115,125277,2017/04/16 00:00:00+00, ,P, , , ,3666,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.001561023,1.44566155249852E-07
519,5316,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2295,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.004549665,1.28696374772467E-06
521,5318,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2298,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.000690271,2.97708126211337E-08
527,5324,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2309,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.013866952,4.70442073722463E-06
528,5325,LR3 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,2011/04/19 00:00:00+00, , , , , ,2310,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.013900172,7.55429753031381E-06
529,5326,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2311,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.005134386,1.08910866468672E-06
531,5328,LR3 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,2011/04/19 00:00:00+00, , , , , ,2317,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.00657312,1.37801242067137E-06
791,5335,NC2-75 (M), ,125791,2019/04/19 00:00:00+00, , ,UC, , ,Y,N,M,,,,,98103,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2-75,NC2-75,C1-65, ,124750,2015/06/15 00:00:00+00, , ,UC, , ,3490,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.002074652,4.68530292212416E-08
792,5336,NC2-75 (M1), ,125791,2019/04/19 00:00:00+00, , ,UC, , ,Y,N,M1,,,,,98103,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2-75,NC2-75,C1-40, ,124750,2015/06/15 00:00:00+00, , ,UC, , ,3492,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.001596708,5.20632450794345E-08
793,5337,NC2-75 (M), ,125791,2019/04/19 00:00:00+00, , ,UC, , ,Y,N,M,,,,,98103,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2-75,NC2-75,C1-65, ,124750,2015/06/15 00:00:00+00, , ,UC, , ,3493,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.000410682,4.08508399722739E-09
794,5338,IC-65 (M), ,125791,2019/04/19 00:00:00+00, , ,UC, , ,Y,N,M,,,,,98103,Industrial and Maritime,Industrial,IC,Industrial Commercial,Industrial Commercial,Industrial Commercial-65,IC-65,IC-45, ,124750,2015/06/15 00:00:00+00, , ,UC, , ,3494,"is an industrial and maritime zone, which generally allows only industrial and certain commercial uses with some zones in this class providing limited opportunities for workforce housing that supports industrial uses.",Chapter 23.50A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.50AINMA,0.001693938,4.93566105499465E-08
536,5341,LR3 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,2011/04/19 00:00:00+00, , , , , ,2320,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.015673223,1.09633712266144E-05
539,5344,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2328,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.006691073,1.62218757356654E-06
541,5346,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2331,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.001813475,1.84935874322829E-07
542,5347,LR2 RC (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR2 RC,Lowrise 2 Residential-Commercial,Lowrise 2,Lowrise 2 Residential-Commercial,LR2 RC,LR2 RC, ,123495,2011/04/19 00:00:00+00, , , , , ,2332,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,0.003518539,5.22029842296366E-07
543,5348,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2338,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.014034929,5.4510659280215E-06
797,5353,IC-65 (M), ,125791,2019/04/19 00:00:00+00, , ,UC, , ,Y,N,M,,,,Fremont,98103,Industrial and Maritime,Industrial,IC,Industrial Commercial,Industrial Commercial,Industrial Commercial-65,IC-65,IC-45, ,124750,2015/06/15 00:00:00+00, , ,UC, , ,3495,"is an industrial and maritime zone, which generally allows only industrial and certain commercial uses with some zones in this class providing limited opportunities for workforce housing that supports industrial uses.",Chapter 23.50A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.50AINMA,0.000893201,1.75245727789752E-08
551,5359,LR3 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR1, ,123495,2011/04/19 00:00:00+00, , , , , ,2340,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.009227995,2.00698596968961E-06
552,5360,LR3 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2342,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.003464417,5.58518048473029E-07
555,5363,LR3 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2347,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.007824654,1.44005066890145E-06
678,5444,NC2-75 (M),CF309054,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Greenwood,98103,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2-75,NC2-75,NC2-65,CF309054,123235,2010/03/06 00:00:00+00, , , , , ,1852,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.001885489,1.83542166939456E-07
435,5478,LR1 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Fremont,98103,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,2011/04/19 00:00:00+00, , , , , ,2324,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.003003597,4.48180452097466E-07
817,5555,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Green Lake,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2133,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.00247813,3.51433972553816E-07
826,5568,LR2 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,3985,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.003015241,5.43086208280731E-07
827,5569,LR1 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,3985,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.010354694,4.14963603827012E-06
828,5570,LR1 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,3985,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.01713542,1.34602457429465E-05
829,5571,LR2 RC (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Wallingford,98103,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR2 RC,Lowrise 2 Residential-Commercial,Lowrise 2,Lowrise 2 Residential-Commercial,LR2 RC,SF 5000, ,0,, , , , , ,3985,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,0.002311759,2.97532814392583E-07
830,5572,LR2 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,3985,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.008596618,1.40423818651319E-06
831,5573,LR2 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,3985,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.004536184,6.81669260732297E-07
832,5574,LR2 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,3985,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.008725949,4.07844763207082E-06
833,5575,LR1 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,3985,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.004749776,1.17001599014999E-06
834,5576,LR2 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,4270,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.008288621,3.46111840579132E-06
835,5577,LR1 (M1), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M1,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,4270,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.006027061,2.15053067509167E-06
836,5578,LR3 (M2), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M2,,,,Wallingford,98103,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,SF 5000, ,0,, , , , , ,4270,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.003428372,7.29975015556966E-07
1006,5585,NC3-55 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Wallingford,98103,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3-55,NC3-55,C1-40, ,0,, , , , , ,3939,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.002716621,4.5498970161925E-07
