MHA_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJECTID,ZONEID,ZONING,CONTRACT,ORDINANCE,EFFECTIVE,HISTORIC,PEDESTRIAN,SHORELINE,OVERLAY,LIGHTRAIL,MHA,IZ,MHA_VALUE,SE_ANNO_CAD_DATA,MIO_NAME,Tract,Neighborhood,ZIP,CLASS_DESC,CATEGORY_DESC,ZONELUT,ZONELUT_DESC,DETAIL_DESC,ZONING_DESC,BASE_ZONE,ZONING_PREV,CONTRACT_PREV,ORDINANCE_PREV,EFFECTIVE_PREV,HISTORIC_PREV,PEDESTRIAN_PREV,SHORELINE_PREV,OVERLAY_PREV,LIGHTRAIL_PREV,BZONEID,PUBLIC_DESCRIPTION,CHAPTER,CHAPTER_LINK,SHAPE_Length,SHAPE_Area
2836,6388,LR3 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,,98118,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,2011/04/19 00:00:00+00, , , , , ,2917,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.006286714,1.69744488595727E-06
2838,6390,LR3 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,,98118,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,2011/04/19 00:00:00+00, , , , , ,2921,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.003565576,6.50941330740966E-07
2839,6391,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,,98118,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2922,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.012286714,6.55667681417187E-06
3432,6456,NC1-40 (M),CF295247,125791,2019/04/19 00:00:00+00, , , ,SG, ,Y,N,M,,,,,98118,Commercial/Mixed Use,Neighborhood Commercial,NC1,Neighborhood Commercial 1,Neighborhood Commercial 1,Neighborhood Commercial 1-40,NC1-40,NC1-30,CF295247,0,, , , ,SG, ,4142,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.004417677,7.76243245353413E-07
3459,6483,NC2P-55 (M), ,125791,2019/04/19 00:00:00+00, ,P, , ,OT,Y,N,M,,,,,98118,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2 Pedestrian-55,NC2P-55,NC2P-40, ,122311,2007/01/20 00:00:00+00, ,P, , ,OT,1730,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.003256612,4.13826194245544E-07
3460,6484,SM-RB 85 (M), ,125791,2019/04/19 00:00:00+00, , , , ,HN,Y,N,M,,,,,98118,Seattle Mixed,Seattle Mixed,SMRB,Seattle Mixed Rainier Beach,Seattle Mixed,Seattle Mixed Rainier Beach 85,SM-RB 85,NC2P-40, ,122311,2007/01/20 00:00:00+00, ,P, , ,HN,1736,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.00867127,2.56113412753788E-06
3461,6485,SM-RB 85 (M), ,125791,2019/04/19 00:00:00+00, , , , ,HN,Y,N,M,,,,,98118,Seattle Mixed,Seattle Mixed,SMRB,Seattle Mixed Rainier Beach,Seattle Mixed,Seattle Mixed Rainier Beach 85,SM-RB 85,NC3P-40, ,122311,2007/01/20 00:00:00+00, ,P, , ,HN,1737,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.005190603,1.20531426359791E-06
3462,6486,SM-RB 125 (M), ,125791,2019/04/19 00:00:00+00, , , , ,HN,Y,N,M,,,,,98118,Seattle Mixed,Seattle Mixed,SMRB,Seattle Mixed Rainier Beach,Seattle Mixed,Seattle Mixed Rainier Beach 125,SM-RB 125,NC3P-40, ,122311,2007/01/20 00:00:00+00, ,P, , ,HN,1738,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.004120668,8.19128494118875E-07
3463,6487,NC3P-55 (M), ,125791,2019/04/19 00:00:00+00, ,P, , , ,Y,N,M,,,,,98118,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-55,NC3P-55,NC3P-40, ,122311,2007/01/20 00:00:00+00, ,P, , , ,1739,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.004086256,6.56881017816112E-07
3464,6488,NC3P-55 (M), ,125791,2019/04/19 00:00:00+00, ,P, , , ,Y,N,M,,,,,98118,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-55,NC3P-55,NC3P-40, ,122311,2007/01/20 00:00:00+00, ,P, , , ,1741,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.005050911,1.17199875628036E-06
3465,6489,SM-RB 125 (M), ,125791,2019/04/19 00:00:00+00, , , , ,HN,Y,N,M,,,,,98118,Seattle Mixed,Seattle Mixed,SMRB,Seattle Mixed Rainier Beach,Seattle Mixed,Seattle Mixed Rainier Beach 125,SM-RB 125,NC3P-40, ,122311,2007/01/20 00:00:00+00, ,P, , ,HN,1742,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.003677764,7.73324157880202E-07
3466,6490,SM-RB 125 (M), ,125791,2019/04/19 00:00:00+00, , , , ,HN,Y,N,M,,,,,98118,Seattle Mixed,Seattle Mixed,SMRB,Seattle Mixed Rainier Beach,Seattle Mixed,Seattle Mixed Rainier Beach 125,SM-RB 125,NC3P-40, ,122311,2007/01/20 00:00:00+00, ,P, , ,HN,1743,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.002764743,4.64478838872062E-07
3123,6636,NC1-40 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,,98118,Commercial/Mixed Use,Neighborhood Commercial,NC1,Neighborhood Commercial 1,Neighborhood Commercial 1,Neighborhood Commercial 1-40,NC1-40,NC1-30, ,0,, , , , , ,4135,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.005510796,9.64192255075155E-07
3479,6902,NC2-65 (M1),CF314365,125962,2019/11/13 00:00:00+00, , , ,SS, ,Y,N,M1,,,,,98118,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2-65,NC2-65,NC2-55 (M),,125791,2019/04/19 00:00:00+00,,,,SS,,4893,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.002626538,3.34543385077882E-07
3561,6905,NC2-55 (M), ,126167,2020/10/21 00:00:00+00, , , , , ,Y,N,M,,,,,98118,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2-55,NC2-55,LR3 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,6382,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.002161466,2.56788939780555E-07
3560,6906,NC2-65 (M1),,126167,2020/10/21 00:00:00+00, , , , , ,Y,N,M1,,,,,98118,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2-65,NC2-65,NC2-55 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,6218,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.003855406,7.27395182000089E-07
3397,6907,LR3 (M2), ,126167,2020/10/21 00:00:00+00, , , , , ,Y,N,M2,,,,,98118,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,SF 5000, ,,, , , , , ,4265,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.00302609,4.90027543165582E-07
1479,3801,MR (M),CF298557,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M,,,,Lower Queen Anne,98119,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,MR, ,,, , ,CN, , ,0,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.001744307,1.44499343162855E-07
2549,3803,C2-55 (M), ,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M,,,,Lower Queen Anne,98119,Commercial/Mixed Use,Commercial,C2,Commercial 2,Commercial 2,Commercial 2-55,C2-55,C2-40, ,117434,1995/04/03 00:00:00+00, , , , , ,216,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.025999642,5.85551404534047E-06
2558,3806,SM-UP 85 (M1), ,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M1,,,,Lower Queen Anne,98119,Seattle Mixed,Seattle Mixed,SMUP,Seattle Mixed Uptown,Seattle Mixed,Seattle Mixed Uptown 85,SM-UP 85,NC3-40, ,117434,1995/04/03 00:00:00+00, , , , , ,229,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.013429532,6.57387955345604E-06
2554,3810,SM-UP 85 (M), ,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M,,,,Lower Queen Anne,98119,Seattle Mixed,Seattle Mixed,SMUP,Seattle Mixed Uptown,Seattle Mixed,Seattle Mixed Uptown 85,SM-UP 85,NC3-65, ,117434,1995/04/03 00:00:00+00, , , , , ,235,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.028534279,2.91500734407092E-05
1639,3811,C2-55 (M), ,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M,,,,Lower Queen Anne,98119,Commercial/Mixed Use,Commercial,C2,Commercial 2,Commercial 2,Commercial 2-55,C2-55,C2-40, ,117434,1995/04/03 00:00:00+00, , , , , ,238,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.007828609,1.17988202338146E-06
2533,3814,SM-UP 85 (M1), ,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M1,,,,Lower Queen Anne,98119,Seattle Mixed,Seattle Mixed,SMUP,Seattle Mixed Uptown,Seattle Mixed,Seattle Mixed Uptown 85,SM-UP 85,NC3P-40, ,122311,2007/01/20 00:00:00+00, , , , , ,1662,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.009126891,4.95570281314288E-06
1480,3819,LR3 (M), ,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M,,,,West Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,2011/04/19 00:00:00+00, , , , , ,2498,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.002988207,2.64216895035232E-07
2347,3822,LR3 (M), ,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M,,,,Lower Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,2011/04/19 00:00:00+00, , , , , ,2505,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.019101592,3.99337515157575E-06
1482,3823,MR (M), ,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M,,,,Lower Queen Anne,98119,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,MR, ,,, , ,CN, , ,0,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.022756899,9.66420424469642E-06
2292,3827,SM-UP 65 (M1), ,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M1,,,,Lower Queen Anne,98119,Seattle Mixed,Seattle Mixed,SMUP,Seattle Mixed Uptown,Seattle Mixed,Seattle Mixed Uptown 65,SM-UP 65,NC3P-40, ,122311,2007/01/20 00:00:00+00, ,P, , , ,1662,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.003810158,5.69190660092518E-07
2294,3829,SM-UP 85 (M1), ,125432,2017/11/10 00:00:00+00, , , , , ,Y,N,M1,,,,Lower Queen Anne,98119,Seattle Mixed,Seattle Mixed,SMUP,Seattle Mixed Uptown,Seattle Mixed,Seattle Mixed Uptown 85,SM-UP 85,C2-40, ,117434,1995/04/03 00:00:00+00, , , , , ,238,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.005391363,1.13401819902453E-06
2551,4340,C2-55 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,North Queen Anne,98119,Commercial/Mixed Use,Commercial,C2,Commercial 2,Commercial 2,Commercial 2-55,C2-55,C2-40, ,0,, , , , , ,3975,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.017125688,5.16997756182474E-06
2602,4379,SM-D 95 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Interbay,98119,Seattle Mixed,Seattle Mixed,SMD,Seattle Mixed Dravus,Seattle Mixed,Seattle Mixed Dravus 95,SM-D 95,SM-D 40-85, ,124883,2015/11/08 00:00:00+00, , , , , ,3535,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.0115573,5.04213459188265E-06
2603,4380,SM-D 95 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Interbay,98119,Seattle Mixed,Seattle Mixed,SMD,Seattle Mixed Dravus,Seattle Mixed,Seattle Mixed Dravus 95,SM-D 95,SM-D 40-85, ,124883,2015/11/08 00:00:00+00, , , , , ,3536,is a mixed-use zone where both residential and commercial development are allowed with specific provisions by neighborhood.,Chapter 23.48,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.48SEMI,0.012437965,3.63956967251345E-06
1334,4471,LR1 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Lower Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,2011/04/19 00:00:00+00, , , , , ,2474,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.003320175,4.75166458938559E-07
1335,4472,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Lower Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2475,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.002035134,2.38346158835144E-07
1337,4474,LR1 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Lower Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,2011/04/19 00:00:00+00, , , , , ,2478,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.004052733,8.96619494061922E-07
1338,4475,LR2 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,West Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,2011/04/19 00:00:00+00, , , , , ,2483,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.004526118,9.70422650858333E-07
105,4502,NC2P-55 (M1), ,125791,2019/04/19 00:00:00+00, ,P, , , ,Y,N,M1,,,,West Queen Anne,98119,Commercial/Mixed Use,Neighborhood Commercial,NC2,Neighborhood Commercial 2,Neighborhood Commercial 2,Neighborhood Commercial 2 Pedestrian-55,NC2P-55,NC2P-30, ,124770,2015/06/14 00:00:00+00, ,P, , , ,3267,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.004567,5.46615427518812E-07
1577,4688,C2-55 (M), ,125791,2019/04/19 00:00:00+00, , ,UG, , ,Y,N,M,,,,North Queen Anne,98119,Commercial/Mixed Use,Commercial,C2,Commercial 2,Commercial 2,Commercial 2-55,C2-55,C2-40, ,124750,2015/06/15 00:00:00+00, , ,UG, , ,3296,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.007577682,9.30328626689718E-07
1596,4711,NC1-40 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,West Queen Anne,98119,Commercial/Mixed Use,Neighborhood Commercial,NC1,Neighborhood Commercial 1,Neighborhood Commercial 1,Neighborhood Commercial 1-40,NC1-40,NC1-30, ,0,, , , , , ,4135,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.00236384,2.80331357023997E-07
2489,4737,LR3 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,North Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,2011/04/19 00:00:00+00, , , , , ,2363,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.021945706,6.41171382629865E-06
2490,4738,LR1 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,North Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,2011/04/19 00:00:00+00, , , , , ,2366,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.010226181,5.18995607750759E-06
2625,4987,C1-55 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,Interbay,98119,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,3938,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,0.021171612,7.97194260613383E-06
2445,5136,LR1 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,West Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,2011/04/19 00:00:00+00, , , , , ,2421,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.004286237,7.95831449452954E-07
2448,5139,LR1 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,West Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,2011/04/19 00:00:00+00, , , , , ,2424,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.029791808,2.39526085088563E-05
477,5232,LR1 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,West Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,2011/04/19 00:00:00+00, , , , , ,2482,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.003665065,7.68088581315869E-07
478,5233,LR3 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,West Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,2011/04/19 00:00:00+00, , , , , ,2489,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.032410985,1.93165950810576E-05
530,5327,LR3 RC (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,North Queen Anne,98119,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR3 RC,Lowrise 3 Residential-Commercial,Lowrise 3,Lowrise 3 Residential-Commercial,LR3 RC,LR3 RC, ,123495,2011/04/19 00:00:00+00, , , , , ,2315,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,0.016184476,5.95434563845254E-06
535,5340,LR1 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,North Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,2011/04/19 00:00:00+00, , , , , ,2318,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.005955836,1.62251809897402E-06
540,5345,LR1 (M), ,125791,2019/04/19 00:00:00+00, , , , , ,Y,N,M,,,,North Queen Anne,98119,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,2011/04/19 00:00:00+00, , , , , ,2329,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,0.02671431,8.73537818411984E-06
