OBJECTID,GEOID_20,GROSS_ACRES,ACRES_LAND,ACRES_WATER,TRBL_STR,NAME,TRACT_NUMB,TRACT_LABEL,WATER,VILLNUMB,VILLNAME,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,COUNCIL_DIST_13,COUNCIL_DIST_24,Shape__Area,Shape__Length
917,530330035001007,2.20194564201231,2.20220316,0,3500.1007,Block 1007,3500,35,0,0,Outside Villages,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",6,6,95917.1358642578,1859.01621010891
918,530330065002017,1.9780182015158,1.97807857,0,6500.2017,Block 2017,6500,65,0,0,Outside Villages,6.3,6,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",3,3,86162.8174133301,1659.22489564985
919,530330009002018,6.82211571359649,6.82257957,0,900.2018,Block 2018,900,9,0,0,Outside Villages,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",5,5,297172.549194336,3552.95611227381
920,530330120003014,2.09529093553744,2.09520653,0,12000.3014,Block 3014,12000,120,0,0,Outside Villages,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,1,91271.2382507324,1440.09715337264
921,530330098021018,2.68406209850076,2.68405865,0,9802.1018,Block 1018,9802,98.02,0,0,Outside Villages,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,1,116918.212661743,1707.37368686541
922,530330060003013,1.65696103280655,1.65708868,0,6000.3013,Block 3013,6000,60,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,72177.5112915039,1180.82463088204
923,530330004031006,1.94643995142202,1.94669619,0,403.1006,Block 1006,403,4.03,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,84787.2634277344,1548.87670328543
924,530330065003002,3.97835406002366,3.97864374,0,6500.3002,Block 3002,6500,65,0,0,Outside Villages,6.3,6,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",3,3,173297.796051025,1853.01086893835
925,530330116012023,5.01501856682787,5.01500371,0,11601.2023,Block 2023,11601,116.01,0,0,Outside Villages,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,1,218455.082580566,1979.58189046709
926,530330028004016,3.95506058824838,3.95541583,0,2800.4016,Block 4016,2800,28,0,0,Outside Villages,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",6,6,172283.128356934,1833.44670977
927,530330090003010,2.71340695840779,2.71346419,0,9000.3010,Block 3010,9000,90,0,109,23rd & Union-Jackson,5.2,5,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",3,3,118196.479858398,1440.07905881036
928,530330120003012,5.22968150591957,5.22973828,0,12000.3012,Block 3012,12000,120,0,0,Outside Villages,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,1,227805.837615967,2021.09039166641
929,530330087001010,3.15503704980136,3.15528861,0,8700.1010,Block 1010,8700,87,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,137433.963653564,1497.52194801975
930,530330054012021,3.26037476803453,3.2605555,0,5401.2021,Block 2021,5401,54.01,0,0,Outside Villages,11.1,11,Fremont,"Fremont, Wallingford, Northlake",4,4,142022.492980957,1549.1673981133
931,530330080041003,2.26636833534041,2.26645055,0,8004.1003,Block 1003,8004,80.04,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,98723.3995666504,1257.1979389264
932,530330101022029,4.30861390451801,4.30877653,0,10102.2029,Block 2029,10102,101.02,0,0,Outside Villages,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",2,2,187683.972396851,2020.65380131501
933,530330104012017,12.3367669933856,12.33698325,0,10401.2017,Block 2017,10401,104.01,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,537391.719802856,3740.7590568374
934,530330059013008,4.62992593211313,4.63026063,0,5901.3008,Block 3008,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,201680.380432129,1876.06774006141
935,530330068002010,2.13624332467334,2.13647312,0,6800.2010,Block 2010,6800,68,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,93055.1314086914,1220.25104510305
936,530330047031008,4.11867096227185,4.1189996,0,4703.1008,Block 1008,4703,47.03,0,303,Ballard,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,179410.024780273,1880.65933966937
937,530330095001044,1.87459238495919,1.87454142,0,9500.1044,Block 1044,9500,95,0,0,Outside Villages,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",3,2,81657.5709228516,1146.70422635755
938,530330099004024,0.512958318205613,0.51299077,0,9900.4024,Block 4024,9900,99,0,502,Greater Duwamish,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,1,22344.5537414551,1046.14049707892
939,530330110012012,6.37016596138066,6.37037672,0,11001.2012,Block 2012,11001,110.01,0,123,Othello,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,277485.539215088,2199.72657229019
940,530330115001004,5.07022365110263,5.07035531,0,11500.1004,Block 1004,11500,115,0,0,Outside Villages,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",1,1,220859.825683594,1994.77520772405
941,530330112003006,4.58366892956315,4.58380482,0,11200.3006,Block 3006,11200,112,0,128,South Park,3.1,3,South Park,South Park,1,1,199665.417236328,1929.8475968252
942,530330107011005,4.94197387755639,4.94210762,0,10701.1005,Block 1005,10701,107.01,0,0,Outside Villages,2.2,2,High Point,"High Point, Delridge",1,1,215273.243209839,1948.99852842928
943,530330115002012,5.04823276137054,5.04836293,0,11500.2012,Block 2012,11500,115,0,0,Outside Villages,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",1,1,219901.898681641,1987.86917170002
944,530330115001012,2.35316461604514,2.35318454,0,11500.1012,Block 1012,11500,115,0,0,Outside Villages,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",1,1,102504.260681152,1625.99726616634
945,530330114011003,40.237796586436,40.23864024,0,11401.1003,Block 1003,11401,114.01,0,0,Outside Villages,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",1,1,1752765.43035889,5949.33196393953
946,530330115002013,5.04079179232499,5.04094977,0,11500.2013,Block 2013,11500,115,0,0,Outside Villages,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",1,1,219577.768783569,1986.16312018033
947,530330115002015,5.04800756901611,5.04811583,0,11500.2015,Block 2015,11500,115,0,0,Outside Villages,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",1,1,219892.089279175,1985.99244672011
948,530330114023007,8.20510959991272,8.20513418,0,11402.3007,Block 3007,11402,114.02,0,0,Outside Villages,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",1,1,357416.003829956,3240.33530908011
949,530330115002025,5.05841047167399,5.05849425,0,11500.2025,Block 2025,11500,115,0,0,Outside Villages,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",1,1,220345.241516113,1985.74775854161
950,530330114021010,36.0430710358893,36.04377929,0,11402.1010,Block 1010,11402,114.02,0,127,Westwood-Highland Park,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",1,1,1570042.45449829,5317.86044802364
951,530330014001017,0.943111216654178,0.94320124,0,1400.1017,Block 1017,1400,14,0,0,Outside Villages,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",5,5,41082.0889282227,863.00201925117
952,530330120001019,4.6523439003163,4.65250011,0,12000.1019,Block 1019,12000,120,0,0,Outside Villages,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,1,202656.910888672,2001.65381407756
953,530330006022000,3.67721949249787,3.67742228,0,602.2000,Block 2000,602,6.02,0,0,Outside Villages,9.5,9,Haller Lake,"Haller Lake, Pinehurst",5,5,160180.321899414,2920.09739243326
954,530330014001018,4.61784542320521,4.61815247,0,1400.1018,Block 1018,1400,14,0,0,Outside Villages,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",5,5,201154.151306152,1898.92341287003
955,530330014002016,4.96647301386903,4.96681816,0,1400.2016,Block 2016,1400,14,0,0,Outside Villages,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",5,5,216340.429870605,1976.66985307485
956,530330017024003,2.83348547004755,2.83380451,0,1702.4003,Block 4003,1702,17.02,0,0,Outside Villages,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",6,5,123427.120819092,1487.97903019024
957,530330077004010,3.35430819430736,3.35445555,0,7700.4010,Block 4010,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,146114.249389648,1561.21816625268
958,530330077001019,3.44204854664496,3.44217796,0,7700.1019,Block 1019,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,149936.234466553,1575.42127444885
959,530330077001025,3.15081228339826,3.15084071,0,7700.1025,Block 1025,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,137249.932067871,1496.48386909203
960,530330041013013,1.43564732069445,1.43568226,0,4101.3013,Block 3013,4101,41.01,0,0,Outside Villages,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",4,4,62537.047454834,1000.29658798877
961,530330078004013,2.85107611938387,2.85110189,0,7800.4013,Block 4013,7800,78,0,0,Outside Villages,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,124193.372558594,1465.04386365157
962,530330077001027,2.79601381637755,2.79624449,0,7700.1027,Block 1027,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,121794.848999023,1423.84479960009
963,530330042021029,2.15759307197322,2.15772419,0,4202.1029,Block 1029,4202,42.02,0,0,Outside Villages,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",4,4,93985.1301879883,1271.17910733057
964,530330041013004,2.9290882432553,2.92918719,0,4101.3004,Block 3004,4101,41.01,0,0,Outside Villages,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",4,4,127591.594207764,1671.4542856785
965,530330041022006,3.09300139974429,3.09326516,0,4102.2006,Block 2006,4102,41.02,0,0,Outside Villages,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",4,4,134731.679962158,1724.94274770881
966,530330041012008,6.86397600853366,6.86434038,0,4101.2008,Block 2008,4101,41.01,0,0,Outside Villages,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",4,4,298995.990844727,2672.18487729042
967,530330041012020,4.55834755199106,4.55860007,0,4101.2020,Block 2020,4101,41.01,0,0,Outside Villages,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",4,4,198562.413757324,1993.99198740406
968,530330063001011,9.17854020897739,9.17897648,0,6300.1011,Block 1011,6300,63,0,0,Outside Villages,6.5,6,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",3,3,399818.810760498,3373.50923195721
969,530330078002003,2.78060938421637,2.78067685,0,7800.2003,Block 2003,7800,78,0,0,Outside Villages,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,121123.829284668,1422.29990399919
970,530330110021006,6.13629026453916,6.13636793,0,11002.1006,Block 1006,11002,110.02,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,267297.873077393,3032.48405034735
971,530330104012009,3.00731354435237,3.00751959,0,10401.2009,Block 2009,10401,104.01,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,130999.101989746,1477.28421692504
972,530330104011005,0.408957252501884,0.40895941,0,10401.1005,Block 1005,10401,104.01,0,111,Columbia City,3.5,3,Beacon Hill,Beacon Hill,2,2,17814.2491760254,593.9064165688
973,530330103021009,0.822276098516159,0.82236671,0,10302.1009,Block 1009,10302,103.02,0,111,Columbia City,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",2,2,35818.4901123047,806.361831471571
974,530330110022012,4.7305703614307,4.73058541,0,11002.2012,Block 2012,11002,110.02,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,206064.469223022,1840.05866212297
975,530330110022016,2.5464260305003,2.54642095,0,11002.2016,Block 2016,11002,110.02,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,110922.761581421,1735.22422924248
976,530330110022028,4.11141372504707,4.11158643,0,11002.2028,Block 2028,11002,110.02,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,179093.898208618,1797.77405614552
977,530330067023011,2.32197187876058,2.32204927,0,6702.3011,Block 3011,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,101145.499603271,1272.27898368953
978,530330081022025,2.52472309862134,2.52467568,0,8102.2025,Block 2025,8102,81.02,0,413.4,Pioneer Square,13.2,13,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",7,1,109977.378173828,1297.36136746956
979,530330072011003,2.27024265981081,2.27015714,0,7201.1003,Block 1003,7201,72.01,0,413.1,Belltown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,98892.1658935547,1258.36893248245
980,530330072032020,1.28816425902201,1.28816035,0,7203.2020,Block 2020,7203,72.03,0,412,Uptown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,56112.659576416,1143.24706667854
981,530330072011001,2.2609680064999,2.26101424,0,7201.1001,Block 1001,7201,72.01,0,413.1,Belltown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,98488.1603088379,1255.69697889326
982,530330072031013,2.80399676738894,2.80415186,0,7203.1013,Block 1013,7203,72.03,0,312,South Lake Union,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,122142.587738037,1433.12665330143
983,530330072023006,3.11354412956963,3.11377491,0,7202.3006,Block 3006,7202,72.02,0,413.2,Denny Triangle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,135626.524810791,1490.49673250861
984,530330050001003,0.825874245067365,0.82582618,0,5000.1003,Block 1003,5000,50,0,203,Wallingford,11.2,11,Wallingford,"Wallingford, Meridian, Northlake, University District",4,4,35975.2260131836,997.411197050762
985,530330050001021,2.20677074570959,2.20689816,0,5000.1021,Block 1021,5000,50,0,203,Wallingford,11.2,11,Wallingford,"Wallingford, Meridian, Northlake, University District",4,4,96127.3182373047,1259.54362602024
986,530330050001035,2.29658199854468,2.29684452,0,5000.1035,Block 1035,5000,50,0,203,Wallingford,11.2,11,Wallingford,"Wallingford, Meridian, Northlake, University District",4,4,100039.512023926,1280.96620284419
987,530330101012004,2.05988208252607,2.05987046,0,10101.2004,Block 2004,10101,101.01,0,111,Columbia City,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",2,2,89728.8224334717,1222.11116171204
988,530330053051003,2.19120627479731,2.19133052,0,5305.1003,Block 1003,5305,53.05,0,401.1,University District Northwest,7.2,7,University District,"University District, Cowen Park, Ravenna",4,4,95449.3270874023,1435.96076528645
989,530330113003013,4.89788194692029,4.89787576,0,11300.3013,Block 3013,11300,113,0,0,Outside Villages,2.5,2,Highland Park,"Highland Park, Westwood, White Center, South Delridge",1,1,213352.591003418,1995.21872475822
990,530330059012013,2.69174665172244,2.69196602,0,5901.2013,Block 2013,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,117252.95324707,1593.06825696049
991,530330035003000,90.2120394290585,90.21768039,0,3500.3000,Block 3000,3500,35,0,0,Outside Villages,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",6,6,3929652.15618896,8181.76373979747
992,530330031003008,4.14191917986114,4.1422275,0,3100.3008,Block 3008,3100,31,0,0,Outside Villages,10.3,10,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",6,6,180422.721130371,1895.02990984007
993,530330100012005,2.45106101195264,2.45103827,0,10001.2005,Block 2005,10001,100.01,0,0,Outside Villages,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",2,2,106768.644760132,1337.09830960345
994,530330106011014,5.05033973029169,5.05058688,0,10601.1014,Block 1014,10601,106.01,0,0,Outside Villages,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,1,219993.678619385,1986.61851619472
995,530330101021036,3.12546516376449,3.12563596,0,10102.1036,Block 1036,10102,101.02,0,0,Outside Villages,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",2,2,136145.807113647,1507.05440201482
996,530330087002005,2.23246573256018,2.23259712,0,8700.2005,Block 2005,8700,87,0,109,23rd & Union-Jackson,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,97246.596282959,1238.57314629903
997,530330077004001,2.46306910588834,2.46314644,0,7700.4001,Block 4001,7700,77,0,131,Madison-Miller,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,107291.719360352,1575.38965713545
998,530330076001005,2.22806960055039,2.22814922,0,7600.1005,Block 1005,7600,76,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,97055.1000061035,1247.47760416567
999,530330062003014,2.51956129458998,2.51973357,0,6200.3014,Block 3014,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,109752.528991699,1649.73069870761
1000,530330107022012,2.93182927927033,2.93190535,0,10702.2012,Block 2012,10702,107.02,0,0,Outside Villages,2.2,2,High Point,"High Point, Delridge",1,1,127710.994293213,1515.20772955235
1001,530330030003000,3.93330442077164,3.93367056,0,3000.3000,Block 3000,3000,30,0,0,Outside Villages,10.2,10,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",6,6,171335.42590332,1847.28133680758
1002,530330093003109,4.73752326715875,4.73775147,0,9300.3109,Block 3109,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,206367.338989258,1840.79585310507
1003,530330099004065,0.366619985296732,0,0.36670439,9900.4065,Block 4065,9900,99,1,502,Greater Duwamish,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,1,15970.0304412842,593.24319424065
1004,530330062002031,2.28985252856558,2.28992557,0,6200.2031,Block 2031,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,99746.3750915527,1521.22480305082
1005,530330062003004,2.45189738110934,2.4520267,0,6200.3004,Block 3004,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,106805.077148438,1636.61480035946
1006,530330064002006,4.9616253553505,4.96187605,0,6400.2006,Block 2006,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,216129.265014648,1977.9644552487
